LOCAL HEALTH UNIT,OPERATION NAME,ADDRESS,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR TYPE,CREATION DATE,LOCATION
ROCKLAND,CHESTNUT MARTS,316 MAIN STREET,NYACK,NY,10960,CLARKSTOWN,ROCKLAND,CONVENIENCE/GAS,07/10/2023,"316 MAIN STREET
NYACK, NY 10960
(41.092516899, -73.928905697)"
GENEVA DO,SPEEDWAY/ CANANDAIGUA,2498 STATE ROUTE 332,CANANDAIGUA,NY,14424,CANANDAIGUA,ONTARIO,CONVENIENCE/GAS,07/10/2023,"2498 STATE ROUTE 332
CANANDAIGUA, NY 14424
(42.910521417, -77.299386705)"
NASSAU,MARGARITA'S BAKERY & DELI,804 PROSPECT AVENUE,WESTBURY,NY,11590,N. HEMPSTEAD,NASSAU,GROCERY SUPERMARKET,07/10/2023,"804 PROSPECT AVENUE
WESTBURY, NY 11590
(40.76173347, -73.571071007)"
ORANGE,STEWARTS SHOP #327,333 TOWER DRIVE,MIDDLETOWN,NY,10940,MIDDLETOWN,ORANGE,CONVENIENCE/GAS,07/10/2023,"333 TOWER DRIVE
MIDDLETOWN, NY 10940
(41.47169479200005, -74.38342720899993)"
OSWEGO,KTM MINI MART,2204 COUNTY ROUTE 1,OSWEGO,NY,13126,SCRIBA,OSWEGO,CONVENIENCE/GAS,07/10/2023,"2204 COUNTY ROUTE 1
OSWEGO, NY 13126
(43.474136951, -76.472500906)"
WESTCHESTER,JOE'S KWIK MART LLC,386 SOUTH BROADWAY,TARRYTOWN,NY,10591,GREENBURG,WESTCHESTER,CONVENIENCE/GAS,07/10/2023,"386 SOUTH BROADWAY
TARRYTOWN, NY 10591
(41.063184971, -73.861680224)"
NYC,TOP 1 DELI GRILL INC,9707 57TH AVENUE,CORONA,NY,11368,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"9707 57TH AVENUE
CORONA, NY 11368
(40.737395482, -73.863726917)"
BROOME,MIRABITO #91,1000 HAWLEYTON ROAD,BINGHAMTON,NY,13903,BINGHAMTON,BROOME,CONVENIENCE/GAS,07/10/2023,"1000 HAWLEYTON ROAD
BINGHAMTON, NY 13903
(42.022803292, -75.91508582)"
NYC,SI PINEAPPLE EXPRESS LLC,3956 VICTORY BOULEVARD,STATEN ISLAND,NY,10314,STATEN ISLAND,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"3956 VICTORY BOULEVARD
STATEN ISLAND, NY 10314
(40.593997925, -74.186537729)"
NYC,ZAZA GO SMOKE SHOP CORPORATION,110 DELANCEY STREET,NEW YORK,NY,10002,MANHATTAN,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"110 DELANCEY STREET
NEW YORK, NY 10002
(40.718840044, -73.988338324)"
GLENS FALLS DO,PRICE CHOPPER #170,49 AMHERST STREET,LAKE GEORGE,NY,12845,LAKE GEORGE,WARREN,GROCERY SUPERMARKET,07/10/2023,"49 AMHERST STREET
LAKE GEORGE, NY 12845
(43.426403396, -73.713706524)"
SUFFOLK,PURPLE HAZE NOVELTIES,169 SMITHTOWN BLVD.,NESCONSET,NY,11767,SMITHTOWN,SUFFOLK,OTHER,07/10/2023,"169 SMITHTOWN BLVD.
NESCONSET, NY 11767
(40.836664699, -73.156406443)"
SUFFOLK,SUPERSTAR BEVERAGE,560 RT.110,AMITYVILLE,NY,11701,BABYLON,SUFFOLK,LIQUOR/BEVERAGE STORE,07/10/2023,"560 RT.110
AMITYVILLE, NY 11701
(40.69124208, -73.421801139)"
RENSSELAER,STEWART'S SHOP #214,330 COLUMBIA TURNPIKE,EAST GREENBUSH,NY,12061,E. GREENBUSH,RENSSELAER,CONVENIENCE/GAS,07/10/2023,"330 COLUMBIA TURNPIKE
EAST GREENBUSH, NY 12061
(42.610190512, -73.726477108)"
NYC,JAY VARAHI NEWS INC.,11 PENN PLAZA,NEW YORK,NY,10001,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"11 PENN PLAZA
NEW YORK, NY 10001
(40.749384454, -73.991514144)"
NYC,F & Y DELI GROCERY CORP.,1213 PUGSLEY AVENUE,BRONX,NY,10472,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1213 PUGSLEY AVENUE
BRONX, NY 10472
(40.831708028, -73.85746312)"
NYC,79 GREEN APPLE CORP,85 PINEAPPLE WALK,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"85 PINEAPPLE WALK
BROOKLYN, NY 11201
(40.69806688, -73.99232987)"
CANTON DO,MOUNTAIN MART #111,119 MAPLE STREET,POTSDAM,NY,13676,POTSDAM,ST.LAWRENCE,CONVENIENCE/GAS,07/10/2023,"119 MAPLE STREET
POTSDAM, NY 13676
(44.667767866, -75.001959444)"
WESTCHESTER,GREEN ROOM WP INC.,210 MAMARONECK AVENUE,WHITE PLAINS,NY,10601,WHITE PLAINS,WESTCHESTER,OTHER,07/10/2023,"210 MAMARONECK AVENUE
WHITE PLAINS, NY 10601
(41.027695155, -73.764848874)"
SUFFOLK,BLUE DELI,329 CROOKED HILL RD.,BRENTWOOD,NY,11717,ISLIP,SUFFOLK,CONVENIENCE STORE,07/10/2023,"329 CROOKED HILL RD.
BRENTWOOD, NY 11717
(40.785572231, -73.268687061)"
DUTCHESS,1118 MANNAT INC,818 DUTCHESS TPKE,POUGHKEEPSIE,NY,12603,POUGHKEEPSIE,DUTCHESS,GAS STATION,07/10/2023,"818 DUTCHESS TPKE
POUGHKEEPSIE, NY 12603
(41.70211197, -73.871143728)"
NASSAU,"GULF / MANETTO CAR CARE CENTER, INC.",160 MANETTO HILL ROAD,PLAINVIEW,NY,11803,OYSTER BAY,NASSAU,CONVENIENCE/GAS,07/10/2023,"160 MANETTO HILL ROAD
PLAINVIEW, NY 11803
(40.783509403, -73.473233913)"
SUFFOLK,MOBIL,3775 EXPRESS DR N & OLD NICHOLS,RONKONKOMA,NY,11779,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,07/10/2023,"3775 EXPRESS DR N & OLD NICHOLS
RONKONKOMA, NY 11779
(40.810110001, -73.159210017)"
ULSTER,STEWART'S SHOP #393,2060 RTE 32,MODENA,NY,12548,PLATTEKILL,ULSTER,CONVENIENCE/GAS,07/10/2023,"2060 RTE 32
MODENA, NY 12548
(41.665370316000065, -74.10662885499994)"
WESTCHESTER,"SEAVIEW FUELS, INC",600 WEST BOSTON POST ROAD,MAMARONECK,NY,10543,MAMARONECK,WESTCHESTER,CONVENIENCE/GAS,07/10/2023,"600 WEST BOSTON POST ROAD
MAMARONECK, NY 10543
(40.944369231, -73.738880145)"
NYC,"CROWN GEM GOURMET, INC",916 7TH AVENUE,NEW YORK,NY,10019,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"916 7TH AVENUE
NEW YORK, NY 10019
(40.766180908, -73.979787442)"
NASSAU,HILLSIDE SMOKE SHOP / KA SMOKE INC.,338  HILLSIDE AVENUE,WILLISTON PARK,NY,11596,N. HEMPSTEAD,NASSAU,CONVENIENCE STORE,07/10/2023,"338  HILLSIDE AVENUE
WILLISTON PARK, NY 11596
(40.754285227, -73.653294208)"
GENEVA DO,PIT STOP / SUNOCO ONTARIO,1530  RIDGE ROAD,ONTARIO,NY,14519,ONTARIO,WAYNE,CONVENIENCE/GAS,07/10/2023,"1530  RIDGE ROAD
ONTARIO, NY 14519
(43.225744322, -77.306795398)"
GENEVA DO,PURVAP,1146 PITTSFORD PALMYRA ROAD,MACEDON,NY,14502,MACEDON,WAYNE,OTHER,07/10/2023,"1146 PITTSFORD PALMYRA ROAD
MACEDON, NY 14502
(43.064362715, -77.321529988)"
HORNELL DO,EXPRESS MART #326,891 ADDISON ROAD ROAD,PAINTED POST,NY,14870,ERWIN,STEUBEN,CONVENIENCE/GAS,07/10/2023,"891 ADDISON ROAD ROAD
PAINTED POST, NY 14870
(42.109888542, -77.155855679)"
ORANGE,CUMBERLAND FARMS #1541,109 WINDERMERE AVENUE,GREENWOOD LAKE,NY,10925,WARWICK,ORANGE,CONVENIENCE/GAS,07/10/2023,"109 WINDERMERE AVENUE
GREENWOOD LAKE, NY 10925
(41.225366835000045, -74.29227962799996)"
SCHENECTADY,SUPER DISCOUNT,1259 STATE STREET,SCHENECTADY,NY,12304,SCHENECTADY,SCHENECTADY,DISCOUNT STORE,07/10/2023,"1259 STATE STREET
SCHENECTADY, NY 12304
(42.797988813, -73.923137679)"
NYC,QUALITY #1 FOOD CORP,2894 RICHMOND TERRACE,STATEN ISLAND,NY,10303,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2894 RICHMOND TERRACE
STATEN ISLAND, NY 10303
(40.636773752, -74.156687928)"
WESTCHESTER,"D & M DELI & GROCERY, INC.",1100 ELM STREET,PEEKSKILL,NY,10566,PEEKSKILL,WESTCHESTER,DELICATESSEN,07/10/2023,"1100 ELM STREET
PEEKSKILL, NY 10566
(41.28665573, -73.916176927)"
TIOGA,CROSBYS SPENCER,8 TIOGA STREET,SPENCER,NY,14883,SPENCER,TIOGA,CONVENIENCE/GAS,07/10/2023,"8 TIOGA STREET
SPENCER, NY 14883
(42.210055428, -76.49343496)"
TOMPKINS,DOLLAR GENERAL - ENFIELD #17711,2124 MECKLENBURG ROAD,ITHACA,NY,14850,ENFIELD,TOMPKINS,DISCOUNT STORE,07/10/2023,"2124 MECKLENBURG ROAD
ITHACA, NY 14850
(42.450946964, -76.633348072)"
NYC,PUFF CITY CONVENIENCE 1 CORP,542 FULTON STREET,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"542 FULTON STREET
BROOKLYN, NY 11201
(40.688873064, -73.981208007)"
